"units","scenario","year","value","variable","version","source"
"W/m^2","GCAM_SSP5",1985,0.308138,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",1986,0.313946,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",1987,0.325852,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",1988,0.338401,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",1989,0.333521,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",1990,0.34553,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",1991,0.37767,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",1992,0.336373,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",1993,0.346989,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",1994,0.370274,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",1995,0.365003,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",1996,0.356902,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",1997,0.394163,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",1998,0.403259,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",1999,0.357657,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2000,0.342278,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2001,0.350862,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2002,0.379901,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2003,0.392369,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2004,0.411577,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2005,0.411577,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2006,0.398687,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2007,0.385796,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2008,0.372906,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2009,0.360016,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2010,0.347126,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2011,0.342807,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2012,0.338487,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2013,0.334168,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2014,0.329848,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2015,0.325529,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2016,0.32083,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2017,0.316131,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2018,0.311433,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2019,0.306734,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2020,0.302035,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2021,0.297337,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2022,0.293775,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2023,0.290214,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2024,0.286653,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2025,0.283091,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2026,0.27556,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2027,0.268029,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2028,0.260498,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2029,0.252967,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2030,0.245436,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2031,0.238188,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2032,0.23094,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2033,0.223691,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2034,0.216443,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2035,0.209195,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2036,0.202168,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2037,0.195142,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2038,0.188116,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2039,0.18109,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2040,0.174064,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2041,0.169208,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2042,0.164352,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2043,0.159496,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2044,0.15464,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2045,0.149785,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2046,0.144573,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2047,0.139362,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2048,0.134151,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2049,0.12894,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2050,0.123729,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2051,0.121148,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2052,0.118568,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2053,0.115988,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2054,0.113408,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2055,0.110828,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2056,0.108265,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2057,0.105702,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2058,0.103139,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2059,0.100576,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2060,0.0980131,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2061,0.0956341,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2062,0.093255,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2063,0.090876,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2064,0.088497,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2065,0.0861179,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2066,0.0836979,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2067,0.0812779,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2068,0.0788579,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2069,0.076438,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2070,0.074018,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2071,0.0716045,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2072,0.0691911,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2073,0.0667776,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2074,0.0643642,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2075,0.0619507,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2076,0.0595369,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2077,0.0571231,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2078,0.0547093,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2079,0.0522955,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2080,0.0498816,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2081,0.0476268,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2082,0.0453719,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2083,0.043117,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2084,0.0408621,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2085,0.0386072,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2086,0.0365053,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2087,0.0344035,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2088,0.0323016,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2089,0.0301997,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2090,0.0280979,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2091,0.0262285,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2092,0.0243591,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2093,0.0224897,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2094,0.0206203,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2095,0.0187509,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2096,0.0169865,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2097,0.0152222,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2098,0.0134578,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2099,0.0116935,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",2100,0.00992909,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP5",1976,-0.492498,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",1977,-0.497157,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",1978,-0.498994,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",1979,-0.507187,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",1980,-0.504677,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",1981,-0.489027,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",1982,-0.480388,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",1983,-0.473069,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",1984,-0.478727,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",1985,-0.479953,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",1986,-0.479992,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",1987,-0.489268,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",1988,-0.493499,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",1989,-0.493689,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",1990,-0.492054,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",1991,-0.48741,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",1992,-0.470615,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",1993,-0.462933,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",1994,-0.452662,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",1995,-0.44381,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",1996,-0.436449,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",1997,-0.438079,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",1998,-0.428638,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",1999,-0.405624,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2000,-0.406651,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2001,-0.409551,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2002,-0.406849,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2003,-0.421447,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2004,-0.441609,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2005,-0.441609,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2006,-0.430681,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2007,-0.419753,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2008,-0.408825,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2009,-0.397898,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2010,-0.38697,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2011,-0.375536,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2012,-0.364103,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2013,-0.352669,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2014,-0.341236,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2015,-0.329802,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2016,-0.318169,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2017,-0.306535,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2018,-0.294902,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2019,-0.283268,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2020,-0.271635,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2021,-0.260002,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2022,-0.253335,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2023,-0.246669,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2024,-0.240002,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2025,-0.233336,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2026,-0.226855,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2027,-0.220374,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2028,-0.213894,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2029,-0.207413,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2030,-0.200933,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2031,-0.196755,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2032,-0.192578,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2033,-0.1884,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2034,-0.184223,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2035,-0.180045,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2036,-0.176292,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2037,-0.172538,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2038,-0.168785,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2039,-0.165032,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2040,-0.161278,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2041,-0.157558,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2042,-0.153838,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2043,-0.150118,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2044,-0.146398,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2045,-0.142677,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2046,-0.138872,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2047,-0.135067,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2048,-0.131262,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2049,-0.127457,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2050,-0.123652,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2051,-0.122688,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2052,-0.121724,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2053,-0.12076,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2054,-0.119797,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2055,-0.118833,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2056,-0.117847,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2057,-0.116861,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2058,-0.115875,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2059,-0.114889,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2060,-0.113904,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2061,-0.112969,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2062,-0.112035,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2063,-0.1111,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2064,-0.110166,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2065,-0.109231,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2066,-0.108185,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2067,-0.107139,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2068,-0.106092,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2069,-0.105046,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2070,-0.104,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2071,-0.102944,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2072,-0.101888,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2073,-0.100832,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2074,-0.0997765,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2075,-0.0987207,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2076,-0.0976009,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2077,-0.0964811,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2078,-0.0953613,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2079,-0.0942416,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2080,-0.0931218,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2081,-0.0918302,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2082,-0.0905385,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2083,-0.0892469,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2084,-0.0879553,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2085,-0.0866636,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2086,-0.0853993,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2087,-0.084135,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2088,-0.0828706,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2089,-0.0816063,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2090,-0.080342,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2091,-0.0791414,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2092,-0.0779408,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2093,-0.0767402,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2094,-0.0755397,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2095,-0.0743391,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2096,-0.0730873,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2097,-0.0718356,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2098,-0.0705839,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2099,-0.0693321,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",2100,-0.0680804,"RF_SO2","old","GCAM"
"W/m^2","GCAM_SSP5",1976,-0.0763851,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",1977,-0.0780022,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",1978,-0.0800753,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",1979,-0.0819936,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",1980,-0.0838043,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",1981,-0.0846538,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",1982,-0.0874276,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",1983,-0.0873815,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",1984,-0.0896308,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",1985,-0.0911805,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",1986,-0.0928888,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",1987,-0.095291,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",1988,-0.0961403,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",1989,-0.096864,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",1990,-0.0978462,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",1991,-0.101579,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",1992,-0.0975369,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",1993,-0.0984064,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",1994,-0.10147,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",1995,-0.0997669,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",1996,-0.0997767,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",1997,-0.105564,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",1998,-0.106575,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",1999,-0.10267,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2000,-0.102112,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2001,-0.102542,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2002,-0.107621,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2003,-0.108938,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2004,-0.109847,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2005,-0.109847,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2006,-0.110404,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2007,-0.110962,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2008,-0.11152,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2009,-0.112078,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2010,-0.112636,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2011,-0.113969,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2012,-0.115301,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2013,-0.116634,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2014,-0.117966,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2015,-0.119298,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2016,-0.120507,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2017,-0.121715,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2018,-0.122923,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2019,-0.124132,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2020,-0.12534,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2021,-0.126548,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2022,-0.129186,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2023,-0.131823,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2024,-0.13446,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2025,-0.137097,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2026,-0.138743,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2027,-0.14039,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2028,-0.142036,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2029,-0.143682,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2030,-0.145328,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2031,-0.147351,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2032,-0.149374,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2033,-0.151397,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2034,-0.15342,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2035,-0.155443,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2036,-0.157598,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2037,-0.159753,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2038,-0.161909,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2039,-0.164064,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2040,-0.166219,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2041,-0.168369,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2042,-0.170518,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2043,-0.172668,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2044,-0.174817,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2045,-0.176967,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2046,-0.178766,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2047,-0.180565,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2048,-0.182364,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2049,-0.184163,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2050,-0.185962,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2051,-0.187306,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2052,-0.188649,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2053,-0.189993,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2054,-0.191336,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2055,-0.19268,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2056,-0.193937,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2057,-0.195194,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2058,-0.196451,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2059,-0.197709,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2060,-0.198966,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2061,-0.199982,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2062,-0.200999,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2063,-0.202015,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2064,-0.203031,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2065,-0.204048,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2066,-0.204776,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2067,-0.205504,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2068,-0.206232,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2069,-0.206961,"RF_NH3","old","GCAM"
"W/m^2","GCAM_SSP5",2070,-0.207689,"RF_NH3","old","GCAM"
