"units","scenario","year","value","variable","version","source"
"W/m^2","GCAM_SSP1",2070,-0.00436631,"RF_OC","old","GCAM"
"W/m^2","GCAM_SSP1",2071,-0.00359422,"RF_OC","old","GCAM"
"W/m^2","GCAM_SSP1",2072,-0.00282213,"RF_OC","old","GCAM"
"W/m^2","GCAM_SSP1",2073,-0.00205005,"RF_OC","old","GCAM"
"W/m^2","GCAM_SSP1",2074,-0.00127796,"RF_OC","old","GCAM"
"W/m^2","GCAM_SSP1",2075,-0.000505875,"RF_OC","old","GCAM"
"W/m^2","GCAM_SSP1",2076,0.000217782,"RF_OC","old","GCAM"
"W/m^2","GCAM_SSP1",2077,0.000941439,"RF_OC","old","GCAM"
"W/m^2","GCAM_SSP1",2078,0.0016651,"RF_OC","old","GCAM"
"W/m^2","GCAM_SSP1",2079,0.00238875,"RF_OC","old","GCAM"
"W/m^2","GCAM_SSP1",2080,0.00311241,"RF_OC","old","GCAM"
"W/m^2","GCAM_SSP1",2081,0.0037408,"RF_OC","old","GCAM"
"W/m^2","GCAM_SSP1",2082,0.00436919,"RF_OC","old","GCAM"
"W/m^2","GCAM_SSP1",2083,0.00499759,"RF_OC","old","GCAM"
"W/m^2","GCAM_SSP1",2084,0.00562598,"RF_OC","old","GCAM"
"W/m^2","GCAM_SSP1",2085,0.00625437,"RF_OC","old","GCAM"
"W/m^2","GCAM_SSP1",2086,0.00684424,"RF_OC","old","GCAM"
"W/m^2","GCAM_SSP1",2087,0.00743412,"RF_OC","old","GCAM"
"W/m^2","GCAM_SSP1",2088,0.00802399,"RF_OC","old","GCAM"
"W/m^2","GCAM_SSP1",2089,0.00861387,"RF_OC","old","GCAM"
"W/m^2","GCAM_SSP1",2090,0.00920374,"RF_OC","old","GCAM"
"W/m^2","GCAM_SSP1",2091,0.00971013,"RF_OC","old","GCAM"
"W/m^2","GCAM_SSP1",2092,0.0102165,"RF_OC","old","GCAM"
"W/m^2","GCAM_SSP1",2093,0.0107229,"RF_OC","old","GCAM"
"W/m^2","GCAM_SSP1",2094,0.0112293,"RF_OC","old","GCAM"
"W/m^2","GCAM_SSP1",2095,0.0117357,"RF_OC","old","GCAM"
"W/m^2","GCAM_SSP1",2096,0.0121374,"RF_OC","old","GCAM"
"W/m^2","GCAM_SSP1",2097,0.0125392,"RF_OC","old","GCAM"
"W/m^2","GCAM_SSP1",2098,0.0129409,"RF_OC","old","GCAM"
"W/m^2","GCAM_SSP1",2099,0.0133426,"RF_OC","old","GCAM"
"W/m^2","GCAM_SSP1",2100,0.0137444,"RF_OC","old","GCAM"
"W/m^2","GCAM_SSP1",1976,0.032349,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",1977,0.0329131,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",1978,0.0334511,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",1979,0.0340049,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",1980,0.0345282,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",1981,0.0349403,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",1982,0.0355625,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",1983,0.0359063,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",1984,0.0362715,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",1985,0.0366091,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",1986,0.0370032,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",1987,0.0374405,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",1988,0.0378441,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",1989,0.0382267,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",1990,0.0386362,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",1991,0.0394549,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",1992,0.0396023,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",1993,0.0397321,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",1994,0.0401774,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",1995,0.0403317,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",1996,0.0404678,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",1997,0.0413577,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",1998,0.0417024,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",1999,0.0417624,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2000,0.0417421,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2001,0.0417688,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2002,0.0420783,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2003,0.0423898,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2004,0.0427806,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2005,0.0431361,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2006,0.0434182,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2007,0.0436327,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2008,0.0437867,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2009,0.0438868,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2010,0.0439392,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2011,0.044044,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2012,0.0441982,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2013,0.044395,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2014,0.0446321,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2015,0.044906,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2016,0.0452041,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2017,0.0455241,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2018,0.0458638,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2019,0.0462211,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2020,0.0465943,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2021,0.046982,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2022,0.0474123,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2023,0.047881,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2024,0.0483841,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2025,0.0489184,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2026,0.0494577,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2027,0.0500023,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2028,0.0505523,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2029,0.0511073,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2030,0.0516671,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2031,0.0522203,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2032,0.0527678,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2033,0.0533101,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2034,0.0538478,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2035,0.0543815,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2036,0.0549176,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2037,0.055456,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2038,0.0559966,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2039,0.0565392,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2040,0.0570838,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2041,0.0576087,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2042,0.0581156,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2043,0.0586065,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2044,0.059083,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2045,0.0595463,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2046,0.0599986,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2047,0.060441,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2048,0.0608744,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2049,0.0612995,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2050,0.0617171,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2051,0.0621158,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2052,0.0624973,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2053,0.0628628,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2054,0.0632137,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2055,0.0635512,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2056,0.0638713,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2057,0.0641755,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2058,0.0644652,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2059,0.0647415,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2060,0.0650057,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2061,0.0652517,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2062,0.0654811,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2063,0.0656953,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2064,0.0658956,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2065,0.0660831,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2066,0.0662496,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2067,0.0663969,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2068,0.0665265,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2069,0.0666399,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2070,0.0667385,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2071,0.0668181,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2072,0.0668801,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2073,0.0669261,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2074,0.0669573,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2075,0.0669751,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2076,0.0669753,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2077,0.0669594,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2078,0.0669288,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2079,0.0668846,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2080,0.066828,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2081,0.0667555,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2082,0.0666684,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2083,0.0665678,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2084,0.066455,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2085,0.0663308,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2086,0.0661883,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2087,0.0660292,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2088,0.0658548,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2089,0.0656663,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2090,0.065465,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2091,0.0652482,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2092,0.0650172,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2093,0.0647732,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2094,0.0645173,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2095,0.0642504,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2096,0.063971,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2097,0.0636803,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2098,0.0633791,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2099,0.0630682,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",2100,0.0627485,"RF_H2O_strat","old","GCAM"
"W/m^2","GCAM_SSP1",1976,0.332685,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",1977,0.339523,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",1978,0.349427,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",1979,0.355642,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",1980,0.355273,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",1981,0.351734,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",1982,0.360543,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",1983,0.348953,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",1984,0.357558,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",1985,0.362344,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",1986,0.366618,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",1987,0.377009,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",1988,0.385258,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",1989,0.386823,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",1990,0.38947,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",1991,0.413873,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",1992,0.392768,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",1993,0.400616,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",1994,0.413913,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",1995,0.407025,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",1996,0.405479,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",1997,0.437121,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",1998,0.430398,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",1999,0.412824,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2000,0.410571,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2001,0.411135,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2002,0.421939,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2003,0.425156,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2004,0.436433,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2005,0.437412,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2006,0.433122,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2007,0.428644,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2008,0.423999,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2009,0.419207,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2010,0.414285,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2011,0.413732,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2012,0.413312,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2013,0.413007,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2014,0.412809,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2015,0.412707,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2016,0.409788,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2017,0.406925,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2018,0.40411,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2019,0.401338,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2020,0.398604,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2021,0.395903,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2022,0.395467,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2023,0.395125,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2024,0.394864,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2025,0.394675,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2026,0.3899,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2027,0.385129,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2028,0.380362,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2029,0.375599,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2030,0.370839,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2031,0.366749,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2032,0.362638,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2033,0.358505,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2034,0.354352,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2035,0.350182,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2036,0.346356,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2037,0.342528,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2038,0.338697,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2039,0.334863,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2040,0.331026,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2041,0.329614,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2042,0.328153,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2043,0.326649,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2044,0.325107,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2045,0.323529,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2046,0.322174,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2047,0.320791,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2048,0.319384,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2049,0.317954,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2050,0.316503,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2051,0.316287,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2052,0.31603,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2053,0.315735,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2054,0.315404,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2055,0.315042,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2056,0.314776,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2057,0.314472,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2058,0.314136,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2059,0.313769,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2060,0.313375,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2061,0.312949,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2062,0.312486,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2063,0.31199,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2064,0.311464,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2065,0.310909,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2066,0.310329,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2067,0.309707,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2068,0.309047,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2069,0.308354,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2070,0.307629,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2071,0.306894,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2072,0.306123,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2073,0.305319,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2074,0.304483,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2075,0.303619,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2076,0.302713,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2077,0.301773,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2078,0.300802,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2079,0.299803,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2080,0.298778,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2081,0.297777,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2082,0.296746,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2083,0.295686,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2084,0.2946,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2085,0.29349,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2086,0.292349,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2087,0.291172,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2088,0.289962,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2089,0.288722,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2090,0.287453,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2091,0.28617,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2092,0.284856,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2093,0.283512,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2094,0.282142,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2095,0.280746,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2096,0.279343,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2097,0.277914,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2098,0.276461,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2099,0.274984,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",2100,0.273486,"RF_O3_trop","old","GCAM"
"W/m^2","GCAM_SSP1",1976,0.264375,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",1977,0.271763,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",1978,0.286187,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",1979,0.292457,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",1980,0.288699,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",1981,0.286106,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",1982,0.307659,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",1983,0.289147,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",1984,0.301257,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",1985,0.308138,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",1986,0.313946,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",1987,0.325852,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",1988,0.338401,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",1989,0.333521,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",1990,0.34553,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",1991,0.37767,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",1992,0.336373,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",1993,0.346989,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",1994,0.370274,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",1995,0.365003,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",1996,0.356902,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",1997,0.394163,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",1998,0.403259,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",1999,0.357657,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",2000,0.342278,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",2001,0.350862,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",2002,0.379901,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",2003,0.392369,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",2004,0.411577,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",2005,0.411577,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",2006,0.398687,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",2007,0.385796,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",2008,0.372906,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",2009,0.360016,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",2010,0.347126,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",2011,0.342807,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",2012,0.338487,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",2013,0.334168,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",2014,0.329848,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",2015,0.325529,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",2016,0.32083,"RF_BC","old","GCAM"
"W/m^2","GCAM_SSP1",2017,0.316131,"RF_BC","old","GCAM"
