"year","variable","units","scenario","source","version","value"
2097,"RF_SO2","W/m^2","Reference","GCAM","new",-0.14128
2098,"RF_SO2","W/m^2","Reference","GCAM","new",-0.140557
2099,"RF_SO2","W/m^2","Reference","GCAM","new",-0.139834
2100,"RF_SO2","W/m^2","Reference","GCAM","new",-0.139111
1976,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.517654
1977,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.521491
1978,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.524347
1979,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.534959
1980,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.53332
1981,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.515412
1982,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.504215
1983,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.495152
1984,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.500966
1985,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.503002
1986,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.50184
1987,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.511029
1988,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.515304
1989,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.513722
1990,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.513163
1991,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.504258
1992,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.484145
1993,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.475951
1994,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.466036
1995,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.45597
1996,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.444488
1997,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.446897
1998,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.439949
1999,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.419362
2000,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.416363
2001,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.419621
2002,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.417627
2003,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.43652
2004,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.454878
2005,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.477109
2006,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.479354
2007,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.475588
2008,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.459292
2009,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.420832
2010,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.408751
2011,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.421684
2012,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.40914
2013,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.389649
2014,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.372409
2015,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.350169
2016,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.334759
2017,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.321194
2018,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.311759
2019,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.305751
2020,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.256224
2021,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.267718
2022,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.265508
2023,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.268503
2024,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.272665
2025,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.276827
2026,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.271899
2027,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.266971
2028,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.262043
2029,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.257115
2030,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.252188
2031,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.246944
2032,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.241701
2033,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.236458
2034,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.231214
2035,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.225971
2036,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.222125
2037,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.218278
2038,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.214432
2039,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.210586
2040,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.206739
2041,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.203547
2042,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.200356
2043,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.197164
2044,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.193972
2045,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.19078
2046,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.187925
2047,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.18507
2048,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.182214
2049,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.179359
2050,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.176504
2051,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.174419
2052,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.172334
2053,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.170249
2054,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.168165
2055,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.16608
2056,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.164561
2057,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.163042
2058,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.161523
2059,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.160004
2060,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.158485
2061,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.157106
2062,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.155728
2063,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.154349
2064,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.152971
2065,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.151592
2066,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.150115
2067,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.148638
2068,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.14716
2069,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.145683
2070,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.144205
2071,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.142762
2072,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.141319
2073,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.139876
2074,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.138433
2075,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.136989
2076,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.135426
2077,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.133862
2078,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.132298
2079,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.130734
2080,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.12917
2081,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.127274
2082,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.125379
2083,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.123484
2084,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.121588
2085,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.119693
2086,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.117956
2087,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.116219
2088,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.114482
2089,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.112744
2090,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.111007
2091,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.109278
2092,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.107549
2093,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.10582
2094,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.104091
2095,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.102362
2096,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.100492
2097,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.0986219
2098,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.096752
2099,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.0948821
2100,"RF_SO2","W/m^2","GCAM_SSP4","GCAM","new",-0.0930121
1976,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.517654
1977,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.521491
1978,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.524347
1979,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.534959
1980,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.53332
1981,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.515412
1982,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.504215
1983,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.495152
1984,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.500966
1985,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.503002
1986,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.50184
1987,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.511029
1988,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.515304
1989,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.513722
1990,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.513163
1991,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.504258
1992,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.484145
1993,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.475951
1994,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.466036
1995,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.45597
1996,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.444488
1997,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.446897
1998,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.439949
1999,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.419362
2000,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.416363
2001,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.419621
2002,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.417627
2003,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.43652
2004,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.454878
2005,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.477109
2006,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.479354
2007,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.475588
2008,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.459292
2009,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.420832
2010,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.408751
2011,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.421684
2012,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.40914
2013,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.389649
2014,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.372409
2015,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.350169
2016,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.334759
2017,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.321194
2018,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.311759
2019,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.305751
2020,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.256224
2021,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.267718
2022,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.265508
2023,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.268503
2024,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.254509
2025,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.240516
2026,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.2338
2027,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.227084
2028,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.220368
2029,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.213653
2030,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.206937
2031,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.202455
2032,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.197974
2033,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.193492
2034,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.189011
2035,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.184529
2036,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.180417
2037,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.176304
2038,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.172192
2039,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.168079
2040,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.163967
2041,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.159805
2042,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.155642
2043,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.15148
2044,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.147317
2045,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.143155
2046,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.138994
2047,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.134834
2048,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.130673
2049,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.126512
2050,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.122351
2051,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.121028
2052,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.119704
2053,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.11838
2054,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.117056
2055,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.115732
2056,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.114448
2057,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.113164
2058,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.11188
2059,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.110596
2060,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.109312
2061,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.108159
2062,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.107006
2063,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.105853
2064,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.1047
2065,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.103547
2066,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.102334
2067,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.101121
2068,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.0999084
2069,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.0986954
2070,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.0974824
2071,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.0963092
2072,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.0951361
2073,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.0939629
2074,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.0927898
2075,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.0916166
2076,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.0904246
2077,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.0892326
2078,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.0880405
2079,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.0868485
2080,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.0856565
2081,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.0843347
2082,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.083013
2083,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.0816912
2084,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.0803695
2085,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.0790477
2086,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.077775
2087,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.0765023
2088,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.0752295
2089,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.0739568
2090,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.0726841
2091,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.0715006
2092,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.0703172
2093,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.0691337
2094,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.0679503
2095,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.0667668
2096,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.0655459
2097,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.064325
2098,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.0631041
2099,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.0618832
2100,"RF_SO2","W/m^2","GCAM_SSP5","GCAM","new",-0.0606624
1976,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.517654
1977,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.521491
1978,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.524347
1979,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.534959
1980,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.53332
1981,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.515412
1982,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.504215
1983,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.495152
1984,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.500966
1985,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.503002
1986,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.50184
1987,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.511029
1988,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.515304
1989,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.513722
1990,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.513163
1991,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.504258
1992,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.484145
1993,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.475951
1994,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.466036
1995,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.45597
1996,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.444488
1997,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.446897
1998,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.439949
1999,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.419362
2000,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.416363
2001,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.419621
2002,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.417627
2003,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.43652
2004,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.454878
2005,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.477109
2006,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.479354
2007,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.475588
2008,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.459292
2009,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.420832
2010,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.408751
2011,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.421684
2012,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.40914
2013,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.389649
2014,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.372409
2015,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.350169
2016,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.334759
2017,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.321194
2018,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.311759
2019,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.305751
2020,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.256224
2021,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.267718
2022,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.265508
2023,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.268503
2024,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.250779
2025,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.233056
2026,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.225432
2027,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.217808
2028,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.210183
2029,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.202559
2030,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.194935
2031,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.189358
2032,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.183781
2033,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.178204
2034,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.172627
2035,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.16705
2036,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.162237
2037,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.157424
2038,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.152611
2039,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.147799
2040,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.142986
2041,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.138527
2042,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.134068
2043,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.12961
2044,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.125151
2045,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.120692
2046,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.11674
2047,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.112787
2048,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.108835
2049,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.104883
2050,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.100931
2051,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.0992623
2052,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.0975939
2053,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.0959256
2054,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.0942573
2055,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.092589
2056,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.0911126
2057,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.0896363
2058,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.08816
2059,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.0866837
2060,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.0852074
2061,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.0838055
2062,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.0824036
2063,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.0810016
2064,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.0795997
2065,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.0781978
2066,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.0768587
2067,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.0755196
2068,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.0741805
2069,"RF_SO2","W/m^2","GCAM_SSP1","GCAM","new",-0.0728414
