"year","variable","units","scenario","source","version","value"
2093,"RF_BC","W/m^2","GCAM_SSP1","GCAM","new",0.0243733
2094,"RF_BC","W/m^2","GCAM_SSP1","GCAM","new",0.0230208
2095,"RF_BC","W/m^2","GCAM_SSP1","GCAM","new",0.0216683
2096,"RF_BC","W/m^2","GCAM_SSP1","GCAM","new",0.0204948
2097,"RF_BC","W/m^2","GCAM_SSP1","GCAM","new",0.0193213
2098,"RF_BC","W/m^2","GCAM_SSP1","GCAM","new",0.0181478
2099,"RF_BC","W/m^2","GCAM_SSP1","GCAM","new",0.0169743
2100,"RF_BC","W/m^2","GCAM_SSP1","GCAM","new",0.0158008
1976,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.22752
1977,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.235871
1978,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.249131
1979,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.253112
1980,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.246122
1981,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.239553
1982,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.255249
1983,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.238573
1984,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.249779
1985,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.25456
1986,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.262042
1987,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.272342
1988,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.282715
1989,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.280275
1990,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.286243
1991,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.31518
1992,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.279695
1993,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.290515
1994,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.314053
1995,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.313805
1996,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.302685
1997,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.335762
1998,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.337064
1999,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.29405
2000,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.27336
2001,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.275854
2002,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.295911
2003,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.300089
2004,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.309871
2005,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.320061
2006,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.316864
2007,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.325279
2008,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.312834
2009,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.301844
2010,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.324329
2011,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.303864
2012,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.31474
2013,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.297169
2014,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.301916
2015,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.300602
2016,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.278807
2017,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.282218
2018,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.271266
2019,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.287781
2020,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.26463
2021,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.284781
2022,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.249836
2023,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.266884
2024,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.257831
2025,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.248778
2026,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.242767
2027,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.236756
2028,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.230745
2029,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.224734
2030,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.218722
2031,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.212887
2032,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.207051
2033,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.201215
2034,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.19538
2035,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.189544
2036,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.18353
2037,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.177517
2038,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.171503
2039,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.16549
2040,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.159476
2041,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.155184
2042,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.150892
2043,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.1466
2044,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.142308
2045,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.138016
2046,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.133814
2047,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.129612
2048,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.12541
2049,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.121208
2050,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.117006
2051,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.114648
2052,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.11229
2053,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.109932
2054,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.107574
2055,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.105216
2056,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.103296
2057,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.101375
2058,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0994551
2059,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0975348
2060,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0956145
2061,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.094002
2062,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0923894
2063,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0907769
2064,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0891644
2065,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0875518
2066,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0860434
2067,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0845349
2068,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0830264
2069,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0815179
2070,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0800094
2071,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0785166
2072,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0770237
2073,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0755308
2074,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0740379
2075,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.072545
2076,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0709552
2077,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0693655
2078,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0677757
2079,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.066186
2080,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0645962
2081,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0630641
2082,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0615321
2083,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.06
2084,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.058468
2085,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0569359
2086,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0554425
2087,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0539491
2088,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0524557
2089,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0509623
2090,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0494688
2091,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0479809
2092,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.046493
2093,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0450051
2094,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0435172
2095,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0420293
2096,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0406116
2097,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0391938
2098,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.037776
2099,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0363583
2100,"RF_BC","W/m^2","GCAM_SSP2","GCAM","new",0.0349405
1976,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.22752
1977,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.235871
1978,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.249131
1979,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.253112
1980,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.246122
1981,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.239553
1982,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.255249
1983,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.238573
1984,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.249779
1985,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.25456
1986,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.262042
1987,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.272342
1988,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.282715
1989,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.280275
1990,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.286243
1991,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.31518
1992,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.279695
1993,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.290515
1994,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.314053
1995,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.313805
1996,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.302685
1997,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.335762
1998,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.337064
1999,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.29405
2000,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.27336
2001,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.275854
2002,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.295911
2003,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.300089
2004,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.309871
2005,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.320061
2006,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.316864
2007,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.325279
2008,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.312834
2009,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.301844
2010,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.324329
2011,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.303864
2012,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.31474
2013,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.297169
2014,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.301916
2015,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.300602
2016,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.278807
2017,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.282218
2018,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.271266
2019,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.287781
2020,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.26463
2021,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.284781
2022,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.249836
2023,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.266884
2024,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.265798
2025,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.264711
2026,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.25981
2027,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.254908
2028,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.250006
2029,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.245105
2030,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.240203
2031,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.236488
2032,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.232773
2033,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.229059
2034,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.225344
2035,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.221629
2036,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.217562
2037,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.213495
2038,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.209428
2039,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.205361
2040,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.201294
2041,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.198658
2042,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.196021
2043,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.193384
2044,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.190748
2045,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.188111
2046,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.185471
2047,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.182832
2048,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.180192
2049,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.177552
2050,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.174912
2051,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.17242
2052,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.169927
2053,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.167434
2054,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.164942
2055,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.162449
2056,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.160347
2057,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.158245
2058,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.156143
2059,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.15404
2060,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.151938
2061,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.149948
2062,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.147958
2063,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.145968
2064,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.143978
2065,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.141988
2066,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.14011
2067,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.138233
2068,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.136356
2069,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.134478
2070,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.132601
2071,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.130651
2072,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.128702
2073,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.126752
2074,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.124802
2075,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.122853
2076,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.12098
2077,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.119107
2078,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.117234
2079,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.115361
2080,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.113488
2081,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.111748
2082,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.110007
2083,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.108267
2084,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.106527
2085,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.104786
2086,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.103171
2087,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.101555
2088,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.0999394
2089,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.0983238
2090,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.0967081
2091,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.0949727
2092,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.0932373
2093,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.0915019
2094,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.0897665
2095,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.0880311
2096,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.0863241
2097,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.084617
2098,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.08291
2099,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.0812029
2100,"RF_BC","W/m^2","GCAM_SSP3","GCAM","new",0.0794958
1976,"RF_SO2","W/m^2","Reference","GCAM","new",-0.517654
1977,"RF_SO2","W/m^2","Reference","GCAM","new",-0.521491
1978,"RF_SO2","W/m^2","Reference","GCAM","new",-0.524347
1979,"RF_SO2","W/m^2","Reference","GCAM","new",-0.534959
1980,"RF_SO2","W/m^2","Reference","GCAM","new",-0.53332
1981,"RF_SO2","W/m^2","Reference","GCAM","new",-0.515412
1982,"RF_SO2","W/m^2","Reference","GCAM","new",-0.504215
1983,"RF_SO2","W/m^2","Reference","GCAM","new",-0.495152
1984,"RF_SO2","W/m^2","Reference","GCAM","new",-0.500966
1985,"RF_SO2","W/m^2","Reference","GCAM","new",-0.503002
1986,"RF_SO2","W/m^2","Reference","GCAM","new",-0.50184
1987,"RF_SO2","W/m^2","Reference","GCAM","new",-0.511029
1988,"RF_SO2","W/m^2","Reference","GCAM","new",-0.515304
1989,"RF_SO2","W/m^2","Reference","GCAM","new",-0.513722
1990,"RF_SO2","W/m^2","Reference","GCAM","new",-0.513163
1991,"RF_SO2","W/m^2","Reference","GCAM","new",-0.504258
1992,"RF_SO2","W/m^2","Reference","GCAM","new",-0.484145
1993,"RF_SO2","W/m^2","Reference","GCAM","new",-0.475951
1994,"RF_SO2","W/m^2","Reference","GCAM","new",-0.466036
1995,"RF_SO2","W/m^2","Reference","GCAM","new",-0.45597
1996,"RF_SO2","W/m^2","Reference","GCAM","new",-0.444488
1997,"RF_SO2","W/m^2","Reference","GCAM","new",-0.446897
1998,"RF_SO2","W/m^2","Reference","GCAM","new",-0.439949
1999,"RF_SO2","W/m^2","Reference","GCAM","new",-0.419362
2000,"RF_SO2","W/m^2","Reference","GCAM","new",-0.416363
2001,"RF_SO2","W/m^2","Reference","GCAM","new",-0.419621
2002,"RF_SO2","W/m^2","Reference","GCAM","new",-0.417627
2003,"RF_SO2","W/m^2","Reference","GCAM","new",-0.43652
2004,"RF_SO2","W/m^2","Reference","GCAM","new",-0.454878
2005,"RF_SO2","W/m^2","Reference","GCAM","new",-0.477109
2006,"RF_SO2","W/m^2","Reference","GCAM","new",-0.479354
2007,"RF_SO2","W/m^2","Reference","GCAM","new",-0.475588
2008,"RF_SO2","W/m^2","Reference","GCAM","new",-0.459292
2009,"RF_SO2","W/m^2","Reference","GCAM","new",-0.420832
2010,"RF_SO2","W/m^2","Reference","GCAM","new",-0.408751
2011,"RF_SO2","W/m^2","Reference","GCAM","new",-0.421684
2012,"RF_SO2","W/m^2","Reference","GCAM","new",-0.40914
2013,"RF_SO2","W/m^2","Reference","GCAM","new",-0.389649
2014,"RF_SO2","W/m^2","Reference","GCAM","new",-0.372409
2015,"RF_SO2","W/m^2","Reference","GCAM","new",-0.350169
2016,"RF_SO2","W/m^2","Reference","GCAM","new",-0.334759
2017,"RF_SO2","W/m^2","Reference","GCAM","new",-0.321194
2018,"RF_SO2","W/m^2","Reference","GCAM","new",-0.311759
2019,"RF_SO2","W/m^2","Reference","GCAM","new",-0.305751
2020,"RF_SO2","W/m^2","Reference","GCAM","new",-0.256224
2021,"RF_SO2","W/m^2","Reference","GCAM","new",-0.267718
2022,"RF_SO2","W/m^2","Reference","GCAM","new",-0.265508
2023,"RF_SO2","W/m^2","Reference","GCAM","new",-0.268503
2024,"RF_SO2","W/m^2","Reference","GCAM","new",-0.253776
2025,"RF_SO2","W/m^2","Reference","GCAM","new",-0.239049
2026,"RF_SO2","W/m^2","Reference","GCAM","new",-0.235023
2027,"RF_SO2","W/m^2","Reference","GCAM","new",-0.230996
2028,"RF_SO2","W/m^2","Reference","GCAM","new",-0.22697
2029,"RF_SO2","W/m^2","Reference","GCAM","new",-0.222944
2030,"RF_SO2","W/m^2","Reference","GCAM","new",-0.218918
2031,"RF_SO2","W/m^2","Reference","GCAM","new",-0.215339
2032,"RF_SO2","W/m^2","Reference","GCAM","new",-0.21176
2033,"RF_SO2","W/m^2","Reference","GCAM","new",-0.20818
2034,"RF_SO2","W/m^2","Reference","GCAM","new",-0.204601
2035,"RF_SO2","W/m^2","Reference","GCAM","new",-0.201022
2036,"RF_SO2","W/m^2","Reference","GCAM","new",-0.198624
2037,"RF_SO2","W/m^2","Reference","GCAM","new",-0.196225
2038,"RF_SO2","W/m^2","Reference","GCAM","new",-0.193827
2039,"RF_SO2","W/m^2","Reference","GCAM","new",-0.191429
2040,"RF_SO2","W/m^2","Reference","GCAM","new",-0.189031
2041,"RF_SO2","W/m^2","Reference","GCAM","new",-0.187071
2042,"RF_SO2","W/m^2","Reference","GCAM","new",-0.185112
2043,"RF_SO2","W/m^2","Reference","GCAM","new",-0.183152
2044,"RF_SO2","W/m^2","Reference","GCAM","new",-0.181193
2045,"RF_SO2","W/m^2","Reference","GCAM","new",-0.179234
2046,"RF_SO2","W/m^2","Reference","GCAM","new",-0.177539
2047,"RF_SO2","W/m^2","Reference","GCAM","new",-0.175844
2048,"RF_SO2","W/m^2","Reference","GCAM","new",-0.174149
2049,"RF_SO2","W/m^2","Reference","GCAM","new",-0.172454
2050,"RF_SO2","W/m^2","Reference","GCAM","new",-0.17076
2051,"RF_SO2","W/m^2","Reference","GCAM","new",-0.169326
2052,"RF_SO2","W/m^2","Reference","GCAM","new",-0.167891
2053,"RF_SO2","W/m^2","Reference","GCAM","new",-0.166457
2054,"RF_SO2","W/m^2","Reference","GCAM","new",-0.165023
2055,"RF_SO2","W/m^2","Reference","GCAM","new",-0.163589
2056,"RF_SO2","W/m^2","Reference","GCAM","new",-0.162784
2057,"RF_SO2","W/m^2","Reference","GCAM","new",-0.161978
2058,"RF_SO2","W/m^2","Reference","GCAM","new",-0.161173
2059,"RF_SO2","W/m^2","Reference","GCAM","new",-0.160368
2060,"RF_SO2","W/m^2","Reference","GCAM","new",-0.159562
2061,"RF_SO2","W/m^2","Reference","GCAM","new",-0.159066
2062,"RF_SO2","W/m^2","Reference","GCAM","new",-0.158571
2063,"RF_SO2","W/m^2","Reference","GCAM","new",-0.158075
2064,"RF_SO2","W/m^2","Reference","GCAM","new",-0.157579
2065,"RF_SO2","W/m^2","Reference","GCAM","new",-0.157083
2066,"RF_SO2","W/m^2","Reference","GCAM","new",-0.156683
2067,"RF_SO2","W/m^2","Reference","GCAM","new",-0.156282
2068,"RF_SO2","W/m^2","Reference","GCAM","new",-0.155881
2069,"RF_SO2","W/m^2","Reference","GCAM","new",-0.155481
2070,"RF_SO2","W/m^2","Reference","GCAM","new",-0.15508
2071,"RF_SO2","W/m^2","Reference","GCAM","new",-0.154776
2072,"RF_SO2","W/m^2","Reference","GCAM","new",-0.154473
2073,"RF_SO2","W/m^2","Reference","GCAM","new",-0.154169
2074,"RF_SO2","W/m^2","Reference","GCAM","new",-0.153865
2075,"RF_SO2","W/m^2","Reference","GCAM","new",-0.153562
2076,"RF_SO2","W/m^2","Reference","GCAM","new",-0.153272
2077,"RF_SO2","W/m^2","Reference","GCAM","new",-0.152983
2078,"RF_SO2","W/m^2","Reference","GCAM","new",-0.152693
2079,"RF_SO2","W/m^2","Reference","GCAM","new",-0.152404
2080,"RF_SO2","W/m^2","Reference","GCAM","new",-0.152114
2081,"RF_SO2","W/m^2","Reference","GCAM","new",-0.151396
2082,"RF_SO2","W/m^2","Reference","GCAM","new",-0.150679
2083,"RF_SO2","W/m^2","Reference","GCAM","new",-0.149961
2084,"RF_SO2","W/m^2","Reference","GCAM","new",-0.149243
2085,"RF_SO2","W/m^2","Reference","GCAM","new",-0.148525
2086,"RF_SO2","W/m^2","Reference","GCAM","new",-0.147949
2087,"RF_SO2","W/m^2","Reference","GCAM","new",-0.147372
2088,"RF_SO2","W/m^2","Reference","GCAM","new",-0.146796
2089,"RF_SO2","W/m^2","Reference","GCAM","new",-0.14622
2090,"RF_SO2","W/m^2","Reference","GCAM","new",-0.145643
2091,"RF_SO2","W/m^2","Reference","GCAM","new",-0.14506
2092,"RF_SO2","W/m^2","Reference","GCAM","new",-0.144476
2093,"RF_SO2","W/m^2","Reference","GCAM","new",-0.143893
2094,"RF_SO2","W/m^2","Reference","GCAM","new",-0.143309
2095,"RF_SO2","W/m^2","Reference","GCAM","new",-0.142726
2096,"RF_SO2","W/m^2","Reference","GCAM","new",-0.142003
