"units","scenario","year","value","variable","source","version"
"PPB","GCAM",2037,357.752,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2038,358.778,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2039,359.807,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2040,360.841,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2041,361.878,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2042,362.918,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2043,363.962,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2044,365.01,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2045,366.061,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2046,367.121,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2047,368.191,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2048,369.269,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2049,370.356,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2050,371.452,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2051,372.556,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2052,373.666,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2053,374.784,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2054,375.91,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2055,377.042,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2056,378.182,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2057,379.329,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2058,380.484,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2059,381.646,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2060,382.815,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2061,383.99,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2062,385.17,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2063,386.356,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2064,387.548,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2065,388.745,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2066,389.946,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2067,391.152,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2068,392.361,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2069,393.575,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2070,394.793,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2071,396.013,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2072,397.235,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2073,398.46,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2074,399.687,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2075,400.916,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2076,402.146,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2077,403.378,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2078,404.61,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2079,405.843,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2080,407.077,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2081,408.31,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2082,409.542,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2083,410.773,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2084,412.003,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2085,413.232,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2086,414.459,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2087,415.684,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2088,416.907,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2089,418.128,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2090,419.347,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2091,420.563,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2092,421.775,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2093,422.984,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2094,424.19,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2095,425.392,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2096,426.59,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2097,427.782,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2098,428.969,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2099,430.151,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2100,431.328,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPM","GCAM",1980,341.74,"CO2_concentration","gcam xmldb","G-Hv3.5"
"PPM","GCAM",1985,347.066,"CO2_concentration","gcam xmldb","G-Hv3.5"
"PPM","GCAM",1990,353.132,"CO2_concentration","gcam xmldb","G-Hv3.5"
"PPM","GCAM",1995,359.166,"CO2_concentration","gcam xmldb","G-Hv3.5"
"PPM","GCAM",2000,366.839,"CO2_concentration","gcam xmldb","G-Hv3.5"
"PPM","GCAM",2005,375.721,"CO2_concentration","gcam xmldb","G-Hv3.5"
"PPM","GCAM",2010,386.708,"CO2_concentration","gcam xmldb","G-Hv3.5"
"PPM","GCAM",2015,399.579,"CO2_concentration","gcam xmldb","G-Hv3.5"
"PPM","GCAM",2020,412.182,"CO2_concentration","gcam xmldb","G-Hv3.5"
"PPM","GCAM",2025,424.912,"CO2_concentration","gcam xmldb","G-Hv3.5"
"PPM","GCAM",2030,438.776,"CO2_concentration","gcam xmldb","G-Hv3.5"
"PPM","GCAM",2035,452.575,"CO2_concentration","gcam xmldb","G-Hv3.5"
"PPM","GCAM",2040,466.512,"CO2_concentration","gcam xmldb","G-Hv3.5"
"PPM","GCAM",2045,480.75,"CO2_concentration","gcam xmldb","G-Hv3.5"
"PPM","GCAM",2050,495.192,"CO2_concentration","gcam xmldb","G-Hv3.5"
"PPM","GCAM",2055,509.869,"CO2_concentration","gcam xmldb","G-Hv3.5"
"PPM","GCAM",2060,524.964,"CO2_concentration","gcam xmldb","G-Hv3.5"
"PPM","GCAM",2065,540.504,"CO2_concentration","gcam xmldb","G-Hv3.5"
"PPM","GCAM",2070,556.424,"CO2_concentration","gcam xmldb","G-Hv3.5"
"PPM","GCAM",2075,572.768,"CO2_concentration","gcam xmldb","G-Hv3.5"
"PPM","GCAM",2080,589.324,"CO2_concentration","gcam xmldb","G-Hv3.5"
"PPM","GCAM",2085,605.892,"CO2_concentration","gcam xmldb","G-Hv3.5"
"PPM","GCAM",2090,622.503,"CO2_concentration","gcam xmldb","G-Hv3.5"
"PPM","GCAM",2095,639.136,"CO2_concentration","gcam xmldb","G-Hv3.5"
"PPM","GCAM",2100,655.744,"CO2_concentration","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1980,-0.992701,"RF_aci","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1985,-0.958935,"RF_aci","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1990,-0.99297,"RF_aci","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1995,-0.947302,"RF_aci","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2000,-0.862166,"RF_aci","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2005,-0.990936,"RF_aci","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2010,-0.911445,"RF_aci","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2015,-0.862711,"RF_aci","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2020,-0.694214,"RF_aci","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2025,-0.655793,"RF_aci","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2030,-0.612449,"RF_aci","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2035,-0.583105,"RF_aci","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2040,-0.566136,"RF_aci","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2045,-0.556191,"RF_aci","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2050,-0.549967,"RF_aci","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2055,-0.547217,"RF_aci","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2060,-0.548057,"RF_aci","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2065,-0.550057,"RF_aci","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2070,-0.554083,"RF_aci","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2075,-0.556847,"RF_aci","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2080,-0.555594,"RF_aci","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2085,-0.552634,"RF_aci","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2090,-0.549474,"RF_aci","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2095,-0.545763,"RF_aci","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2100,-0.540743,"RF_aci","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1980,-0.0517385,"RF_OC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1985,-0.053082,"RF_OC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1990,-0.0613338,"RF_OC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1995,-0.0726861,"RF_OC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2000,-0.0589207,"RF_OC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2005,-0.0815311,"RF_OC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2010,-0.0848858,"RF_OC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2015,-0.102497,"RF_OC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2020,-0.0859264,"RF_OC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2025,-0.0517507,"RF_OC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2030,-0.0438403,"RF_OC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2035,-0.0396711,"RF_OC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2040,-0.0371544,"RF_OC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2045,-0.0355728,"RF_OC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2050,-0.0335434,"RF_OC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2055,-0.0312859,"RF_OC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2060,-0.0295449,"RF_OC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2065,-0.0283694,"RF_OC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2070,-0.0273719,"RF_OC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2075,-0.0266296,"RF_OC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2080,-0.0256129,"RF_OC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2085,-0.0243813,"RF_OC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2090,-0.023092,"RF_OC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2095,-0.021791,"RF_OC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2100,-0.0207007,"RF_OC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1980,0.0376483,"RF_H2O_strat","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1985,0.0408399,"RF_H2O_strat","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1990,0.0433611,"RF_H2O_strat","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1995,0.0448808,"RF_H2O_strat","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2000,0.0459549,"RF_H2O_strat","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2005,0.0460015,"RF_H2O_strat","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2010,0.0470883,"RF_H2O_strat","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2015,0.0486495,"RF_H2O_strat","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2020,0.0506113,"RF_H2O_strat","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2025,0.0543677,"RF_H2O_strat","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2030,0.0592608,"RF_H2O_strat","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2035,0.0642559,"RF_H2O_strat","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2040,0.069007,"RF_H2O_strat","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2045,0.0735609,"RF_H2O_strat","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2050,0.0779607,"RF_H2O_strat","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2055,0.0821559,"RF_H2O_strat","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2060,0.0861643,"RF_H2O_strat","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2065,0.0898026,"RF_H2O_strat","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2070,0.0929913,"RF_H2O_strat","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2075,0.0957619,"RF_H2O_strat","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2080,0.0981004,"RF_H2O_strat","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2085,0.100007,"RF_H2O_strat","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2090,0.101389,"RF_H2O_strat","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2095,0.102192,"RF_H2O_strat","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2100,0.102465,"RF_H2O_strat","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1980,0.354099,"RF_O3_trop","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1985,0.361744,"RF_O3_trop","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1990,0.392914,"RF_O3_trop","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1995,0.409437,"RF_O3_trop","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2000,0.40954,"RF_O3_trop","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2005,0.43624,"RF_O3_trop","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2010,0.430163,"RF_O3_trop","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2015,0.431502,"RF_O3_trop","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2020,0.39758,"RF_O3_trop","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2025,0.407592,"RF_O3_trop","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2030,0.401949,"RF_O3_trop","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2035,0.398993,"RF_O3_trop","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2040,0.405698,"RF_O3_trop","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2045,0.415676,"RF_O3_trop","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2050,0.426385,"RF_O3_trop","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2055,0.437484,"RF_O3_trop","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2060,0.449254,"RF_O3_trop","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2065,0.46083,"RF_O3_trop","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2070,0.471643,"RF_O3_trop","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2075,0.480884,"RF_O3_trop","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2080,0.487954,"RF_O3_trop","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2085,0.494436,"RF_O3_trop","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2090,0.502906,"RF_O3_trop","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2095,0.510855,"RF_O3_trop","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2100,0.517955,"RF_O3_trop","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1980,0.288092,"RF_BC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1985,0.297969,"RF_BC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1990,0.335055,"RF_BC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1995,0.367317,"RF_BC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2000,0.319974,"RF_BC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2005,0.374639,"RF_BC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2010,0.379635,"RF_BC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2015,0.351862,"RF_BC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2020,0.309756,"RF_BC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2025,0.302186,"RF_BC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2030,0.27678,"RF_BC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2035,0.253172,"RF_BC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2040,0.240811,"RF_BC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2045,0.233182,"RF_BC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2050,0.226573,"RF_BC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2055,0.222047,"RF_BC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2060,0.220674,"RF_BC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2065,0.220799,"RF_BC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2070,0.221866,"RF_BC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2075,0.22282,"RF_BC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2080,0.22273,"RF_BC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2085,0.222034,"RF_BC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2090,0.221085,"RF_BC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2095,0.220217,"RF_BC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2100,0.21985,"RF_BC","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1980,-0.512338,"RF_SO2","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1985,-0.483213,"RF_SO2","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1990,-0.492974,"RF_SO2","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1995,-0.438031,"RF_SO2","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2000,-0.399982,"RF_SO2","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2005,-0.458338,"RF_SO2","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2010,-0.39267,"RF_SO2","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2015,-0.336392,"RF_SO2","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2020,-0.246143,"RF_SO2","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2025,-0.268075,"RF_SO2","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2030,-0.253729,"RF_SO2","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2035,-0.243581,"RF_SO2","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2040,-0.237792,"RF_SO2","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2045,-0.234635,"RF_SO2","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2050,-0.234348,"RF_SO2","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2055,-0.236306,"RF_SO2","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2060,-0.239411,"RF_SO2","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2065,-0.242275,"RF_SO2","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2070,-0.246061,"RF_SO2","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2075,-0.248711,"RF_SO2","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2080,-0.249313,"RF_SO2","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2085,-0.249204,"RF_SO2","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2090,-0.249084,"RF_SO2","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2095,-0.248621,"RF_SO2","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2100,-0.246974,"RF_SO2","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1980,-0.0811442,"RF_NH3","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1985,-0.0869649,"RF_NH3","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1990,-0.093234,"RF_NH3","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1995,-0.0963008,"RF_NH3","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2000,-0.0997605,"RF_NH3","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2005,-0.106466,"RF_NH3","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2010,-0.114323,"RF_NH3","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2015,-0.122623,"RF_NH3","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2020,-0.127631,"RF_NH3","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2025,-0.135377,"RF_NH3","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2030,-0.14425,"RF_NH3","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2035,-0.15307,"RF_NH3","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2040,-0.161786,"RF_NH3","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2045,-0.170532,"RF_NH3","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2050,-0.1785,"RF_NH3","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2055,-0.184668,"RF_NH3","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2060,-0.190489,"RF_NH3","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2065,-0.195661,"RF_NH3","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2070,-0.199972,"RF_NH3","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2075,-0.203761,"RF_NH3","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2080,-0.206866,"RF_NH3","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2085,-0.209276,"RF_NH3","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2090,-0.21106,"RF_NH3","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2095,-0.212246,"RF_NH3","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2100,-0.212936,"RF_NH3","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1980,0.0973094,"RF_N2O","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1985,0.110211,"RF_N2O","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1990,0.121841,"RF_N2O","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1995,0.131092,"RF_N2O","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2000,0.145447,"RF_N2O","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2005,0.156789,"RF_N2O","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2010,0.170324,"RF_N2O","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2015,0.185009,"RF_N2O","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2020,0.201775,"RF_N2O","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2025,0.217897,"RF_N2O","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2030,0.233275,"RF_N2O","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2035,0.248931,"RF_N2O","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2040,0.264857,"RF_N2O","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2045,0.281359,"RF_N2O","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2050,0.298553,"RF_N2O","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2055,0.316182,"RF_N2O","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2060,0.334041,"RF_N2O","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2065,0.352053,"RF_N2O","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2070,0.370098,"RF_N2O","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2075,0.388065,"RF_N2O","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2080,0.405872,"RF_N2O","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2085,0.423435,"RF_N2O","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2090,0.440703,"RF_N2O","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2095,0.457619,"RF_N2O","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2100,0.474121,"RF_N2O","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1980,0.433282,"FCH4","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1985,0.46267,"FCH4","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1990,0.485311,"FCH4","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",1995,0.498702,"FCH4","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2000,0.507958,"FCH4","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2005,0.508209,"FCH4","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2010,0.517493,"FCH4","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2015,0.530752,"FCH4","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2020,0.547201,"FCH4","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2025,0.578253,"FCH4","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2030,0.617542,"FCH4","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2035,0.656302,"FCH4","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2040,0.691979,"FCH4","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2045,0.725149,"FCH4","gcam xmldb","G-Hv3.5"
"W/m^2","GCAM",2050,0.756296,"FCH4","gcam xmldb","G-Hv3.5"
