"units","scenario","year","value","variable","source","version"
"W/m^2","GCAM",2033,0.573452,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2034,0.578576,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2035,0.583712,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2036,0.588769,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2037,0.593753,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2038,0.598672,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2039,0.603531,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2040,0.608335,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2041,0.613006,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2042,0.617554,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2043,0.621992,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2044,0.62633,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2045,0.630576,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2046,0.634843,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2047,0.639129,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2048,0.643429,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2049,0.647741,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2050,0.652062,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2051,0.656367,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2052,0.660655,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2053,0.664928,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2054,0.669186,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2055,0.673429,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2056,0.677651,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2057,0.681853,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2058,0.686034,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2059,0.690197,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2060,0.69434,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2061,0.698437,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2062,0.70249,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2063,0.706504,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2064,0.710479,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2065,0.714418,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2066,0.718288,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2067,0.722093,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2068,0.72584,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2069,0.729531,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2070,0.733172,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2071,0.736723,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2072,0.740193,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2073,0.743587,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2074,0.746913,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2075,0.750175,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2076,0.7533,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2077,0.756301,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2078,0.759187,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2079,0.76197,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2080,0.764657,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2081,0.767191,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2082,0.769588,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2083,0.771858,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2084,0.774012,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2085,0.776061,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2086,0.778038,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2087,0.77995,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2088,0.781803,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2089,0.7836,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2090,0.785347,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2091,0.787025,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2092,0.788642,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2093,0.790202,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2094,0.791708,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2095,0.793167,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2096,0.794557,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2097,0.795883,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2098,0.797151,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2099,0.798365,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2100,0.799531,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1976,1.04228,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1977,1.06491,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1978,1.0886,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1979,1.11294,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1980,1.13735,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1981,1.16036,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1982,1.18206,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1983,1.20245,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1984,1.22273,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1985,1.24404,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1986,1.26613,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1987,1.28896,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1988,1.31243,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1989,1.33688,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1990,1.36154,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1991,1.38488,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1992,1.40811,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1993,1.42791,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1994,1.44665,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1995,1.46709,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1996,1.48932,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1997,1.51274,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1998,1.54176,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1999,1.56659,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2000,1.59072,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2001,1.61605,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2002,1.64021,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2003,1.66594,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2004,1.69248,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2005,1.72229,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2006,1.75167,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2007,1.78321,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2008,1.81656,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2009,1.85162,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2010,1.88824,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2011,1.92638,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2012,1.96668,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2013,2.00768,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2014,2.04942,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2015,2.09181,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2016,2.1348,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2017,2.17005,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2018,2.20508,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2019,2.23993,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2020,2.27459,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2021,2.30908,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2022,2.34342,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2023,2.38115,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2024,2.4196,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2025,2.45877,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2026,2.49865,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2027,2.53784,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2028,2.57715,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2029,2.61658,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2030,2.65613,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2031,2.69578,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2032,2.73517,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2033,2.77448,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2034,2.81377,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2035,2.85302,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2036,2.89225,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2037,2.93086,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2038,2.96928,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2039,3.00754,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2040,3.04563,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2041,3.08357,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2042,3.12096,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2043,3.15818,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2044,3.19523,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2045,3.23212,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2046,3.26887,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2047,3.30574,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2048,3.3426,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2049,3.37944,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2050,3.41629,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2051,3.45314,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2052,3.4899,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2053,3.52665,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2054,3.56338,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2055,3.6001,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2056,3.63682,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2057,3.67343,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2058,3.71013,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2059,3.74693,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2060,3.78381,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2061,3.82078,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2062,3.8572,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2063,3.89365,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2064,3.93014,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2065,3.96669,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2066,4.0033,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2067,4.03953,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2068,4.07583,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2069,4.11219,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2070,4.14862,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2071,4.18513,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2072,4.22118,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2073,4.25732,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2074,4.29353,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2075,4.32982,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2076,4.3662,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2077,4.4023,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2078,4.43841,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2079,4.47455,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2080,4.51071,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2081,4.54689,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2082,4.58256,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2083,4.61807,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2084,4.65342,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2085,4.68864,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2086,4.72372,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2087,4.75845,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2088,4.79308,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2089,4.82762,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2090,4.86208,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2091,4.89646,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2092,4.93046,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2093,4.96432,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2094,4.99807,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2095,5.0317,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2096,5.06522,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2097,5.09841,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2098,5.13145,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2099,5.16434,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2100,5.19709,"RF_CO2","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1976,0.383154,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1977,0.512006,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1978,0.580813,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1979,0.607994,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1980,0.613136,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1981,0.655905,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1982,0.448068,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1983,0.0226605,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1984,0.497674,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1985,0.751914,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1986,0.81282,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1987,0.892627,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1988,0.992152,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1989,1.07647,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1990,1.11103,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1991,0.530465,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1992,-0.584517,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1993,0.316224,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1994,1.04551,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1995,1.31107,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1996,1.42654,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1997,1.36829,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1998,1.43978,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1999,1.60375,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2000,1.66116,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2001,1.68901,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2002,1.65489,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2003,1.64521,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2004,1.70263,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2005,1.71893,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2006,1.76119,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2007,1.82742,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2008,1.9101,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2009,1.95578,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2010,2.06064,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2011,2.09359,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2012,2.18796,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2013,2.27299,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2014,2.32213,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2015,2.37607,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2016,2.44075,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2017,2.4978,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2018,2.55479,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2019,2.61114,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2020,2.66752,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2021,2.72383,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2022,2.75354,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2023,2.78721,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2024,2.82211,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2025,2.87217,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2026,2.9202,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2027,2.96766,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2028,3.01537,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2029,3.06334,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2030,3.11153,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2031,3.15952,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2032,3.2073,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2033,3.25507,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2034,3.30286,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2035,3.35069,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2036,3.39679,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2037,3.4422,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2038,3.48736,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2039,3.5323,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2040,3.57703,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2041,3.62344,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2042,3.66936,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2043,3.71514,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2044,3.76079,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2045,3.80634,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2046,3.85115,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2047,3.89632,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2048,3.94167,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2049,3.98721,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2050,4.03293,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2051,4.0799,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2052,4.12697,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2053,4.1742,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2054,4.2216,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2055,4.26915,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2056,4.31557,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2057,4.36205,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2058,4.40876,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2059,4.45572,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2060,4.5029,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2061,4.55014,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2062,4.59689,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2063,4.64375,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2064,4.69072,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2065,4.7378,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2066,4.78449,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2067,4.83081,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2068,4.87722,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2069,4.92372,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2070,4.9703,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2071,5.01745,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2072,5.06414,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2073,5.11091,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2074,5.15775,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2075,5.20469,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2076,5.2519,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2077,5.29875,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2078,5.34554,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2079,5.39229,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2080,5.439,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2081,5.48695,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2082,5.53425,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2083,5.58128,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2084,5.62805,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2085,5.67459,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2086,5.72085,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2087,5.7667,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2088,5.81243,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2089,5.85803,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2090,5.90353,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2091,5.9493,"RF_tot","gcam xmldb","G-Hv3.2"
